ϣⲁⲛⲧⲉϥϣⲱⲱⲡⲉ	CPLXAUXP	ϣⲁⲛⲧⲉϥϣⲱⲱⲡⲉ
ϣⲁⲛⲧⲉϥϥⲓ	CPLXAUXP	ϣⲁⲛⲧⲉϥϥⲓ
ϣⲁⲛⲧⲉϥϫⲡⲟ	CPLXAUXP	ϣⲁⲛⲧⲉϥϫⲡⲟ
ϣⲁⲛⲧⲉϥϯ	CPLXAUXP	ϣⲁⲛⲧⲉϥϯ
ϣⲁⲛⲧⲉϥⲃⲱⲕ	CPLXAUXP	ϣⲁⲛⲧⲉϥⲃⲱⲕ
ϣⲁⲛⲧⲉϥⲕⲁⲡⲙⲏⲏϣⲉ	CPLXAUXP	ϣⲁⲛⲧⲉϥⲕⲁⲡⲙⲏⲏϣⲉ
ϣⲁⲛⲧⲉϥⲙⲟⲩ	CPLXAUXP	ϣⲁⲛⲧⲉϥⲙⲟⲩ
ϣⲁⲛⲧⲉϥⲥⲟⲣⲙⲟⲩ	CPLXAUXP	ϣⲁⲛⲧⲉϥⲥⲟⲣⲙⲟⲩ
ϣⲁⲛⲧⲉϥⲥⲱⲧⲉ	CPLXAUXP	ϣⲁⲛⲧⲉϥⲥⲱⲧⲉ
ϣⲁⲛⲧⲉϥⲧⲟⲩϫⲟ	CPLXAUXP	ϣⲁⲛⲧⲉϥⲧⲟⲩϫⲟ
ϣⲁⲛⲧⲉϥ..	CPLXAUXP	ϣⲁⲛⲧⲉϥ..
ϣⲁⲛⲧⲉⲛⲁⲓ	CPLXAUXP	ϣⲁⲛⲧⲉⲛⲁⲓ
ϣⲁⲛⲧⲉⲛⲉⲧϣⲓⲛⲉ	CPLXAUXPCONV	ϣⲁⲛⲧⲉⲛⲉⲧϣⲓⲛⲉ
ϣⲁⲛⲧⲉⲛⲉⲧⲕⲱⲧⲉ	CPLXAUXPCONV	ϣⲁⲛⲧⲉⲛⲉⲧⲕⲱⲧⲉ
ϣⲁⲛⲧⲉⲟⲩϣⲱⲡⲉ	ADV	ϣⲁⲛⲧⲉⲟⲩϣⲱⲡⲉ
ϣⲁⲛⲧⲉⲟⲩ	CPLXAUXP	ϣⲁⲛⲧⲉⲟⲩ
ϣⲁⲛⲧⲉⲡϫⲟⲉⲓⲥ	CPLXAUXP	ϣⲁⲛⲧⲉⲡϫⲟⲉⲓⲥ
ϣⲁⲛⲧⲉⲥϩⲟⲙⲟⲗⲟⲅⲉⲓ	CPLXAUXP	ϣⲁⲛⲧⲉⲥϩⲟⲙⲟⲗⲟⲅⲉⲓ
ϣⲁⲛⲧⲉⲧⲉⲥⲙⲏ	CPLXAUXP	ϣⲁⲛⲧⲉⲧⲉⲥⲙⲏ
ϣⲁⲛⲧⲉⲧⲛϭⲟⲧⲡⲟⲩ	CPLXAUXP	ϣⲁⲛⲧⲉⲧⲛϭⲟⲧⲡⲟⲩ
ϣⲁⲛⲧⲉⲧⲛⲉⲓ	CPLXAUXP	ϣⲁⲛⲧⲉⲧⲛⲉⲓ
ϣⲁⲛⲧⲉⲧⲛⲥⲉⲩϩ	CPLXAUXP	ϣⲁⲛⲧⲉⲧⲛⲥⲉⲩϩ
ϣⲁⲛⲧⲉ	ALIM	ϣⲁⲛⲧⲉ
ϣⲁⲛⲧⲓϣⲗⲏⲗ	CPLXAUXP	ϣⲁⲛⲧⲓϣⲗⲏⲗ
ϣⲁⲛⲧⲓⲕⲱ	CPLXAUXP	ϣⲁⲛⲧⲓⲕⲱ
ϣⲁⲛⲧⲟⲩϫⲓ	CPLXAUXP	ϣⲁⲛⲧⲟⲩϫⲓ
ϣⲁⲛⲧⲟⲩϭⲛ·ϩⲉⲛⲉⲗⲁⲭⲓⲥⲧⲟⲛ	CPLXAUXP	ϣⲁⲛⲧⲟⲩϭⲛ·ϩⲉⲛⲉⲗⲁⲭⲓⲥⲧⲟⲛ
ϣⲁⲛⲧⲟⲩϭⲛⲡⲉⲩⲱⲛϩ	CPLXAUXP	ϣⲁⲛⲧⲟⲩϭⲛⲡⲉⲩⲱⲛϩ
ϣⲁⲛⲧⲟⲩⲁⲁⲩ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲁⲁⲩ
ϣⲁⲛⲧⲟⲩⲉⲓⲙⲉ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲉⲓⲙⲉ
ϣⲁⲛⲧⲟⲩⲕⲟⲧⲟⲩ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲕⲟⲧⲟⲩ
ϣⲁⲛⲧⲟⲩⲙⲟⲩ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲙⲟⲩ
ϣⲁⲛⲧⲟⲩⲛⲁⲩ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲛⲁⲩ
ϣⲁⲛⲧⲟⲩⲟⲩⲃⲁϣ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲟⲩⲃⲁϣ
ϣⲁⲛⲧⲟⲩⲡⲱϩ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲡⲱϩ
ϣⲁⲛⲧⲟⲩⲣⲛⲟϭ	CPLXAUXP	ϣⲁⲛⲧⲟⲩⲣⲛⲟϭ
ϣⲁⲛⲧ	ALIM	ϣⲁⲛⲧⲉ
ϣⲁⲛⲧ	N	ϣⲁⲛⲧ
ϣⲁⲛ	ACOND	ϣⲁⲛ
ϣⲁⲛ	N	ϣⲁⲛ
ϣⲁⲛ	V	ϣⲁⲛ
ϣⲁⲟⲩϩⲗⲗⲟ	CPLXP	ϣⲁⲟⲩϩⲗⲗⲟ
ϣⲁⲟⲩⲁ	CPLXP	ϣⲁⲟⲩⲁ
ϣⲁⲡϣⲏⲣⲉ	CPLXP	ϣⲁⲡϣⲏⲣⲉ
ϣⲁⲡϩⲗⲗⲟ	CPLXP	ϣⲁⲡϩⲗⲗⲟ
ϣⲁⲡϯⲙⲉ	CPLXP	ϣⲁⲡϯⲙⲉ
ϣⲁⲡⲁϩⲁⲉ	CPLXP	ϣⲁⲡⲁϩⲁⲉ
ϣⲁⲡⲁⲡⲉ	CPLXP	ϣⲁⲡⲁⲡⲉ
ϣⲁⲡⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ	CPLXP	ϣⲁⲡⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ϣⲁⲡⲉϥⲉⲓⲱⲧ	CPLXP	ϣⲁⲡⲉϥⲉⲓⲱⲧ
ϣⲁⲡⲉϥⲣⲁⲥⲧⲉ	CPLXP	ϣⲁⲡⲉϥⲣⲁⲥⲧⲉ
ϣⲁⲡⲉϩⲟⲟⲩ	CPLXP	ϣⲁⲡⲉϩⲟⲟⲩ
ϣⲁⲡⲉⲓⲙⲁ	ADV	ϣⲁⲡⲉⲓⲙⲁ
ϣⲁⲡⲉⲓⲙⲁ	CPLXP	ϣⲁⲡⲉⲓⲙⲁ
ϣⲁⲡⲉⲓⲱⲧ	CPLXP	ϣⲁⲡⲉⲓⲱⲧ
ϣⲁⲡⲉⲟⲩⲟⲓⲉϣ	CPLXP	ϣⲁⲡⲉⲟⲩⲟⲓⲉϣ
ϣⲁⲡⲉⲣⲟ	CPLXP	ϣⲁⲡⲉⲣⲟ
ϣⲁⲡⲏⲓ	CPLXP	ϣⲁⲡⲏⲓ
ϣⲁⲡⲓⲗⲁⲧⲟⲥ	CPLXP	ϣⲁⲡⲓⲗⲁⲧⲟⲥ
ϣⲁⲡⲗⲁⲟⲥ	CPLXP	ϣⲁⲡⲗⲁⲟⲥ
ϣⲁⲡⲙⲉϩⲥⲁϣϥ	CPLXP	ϣⲁⲡⲙⲉϩⲥⲁϣϥ
ϣⲁⲡⲛⲁⲩ	CPLXP	ϣⲁⲡⲛⲁⲩ
ϣⲁⲡⲛⲟⲩⲧⲉ	CPLXP	ϣⲁⲡⲛⲟⲩⲧⲉ
ϣⲁⲡⲡⲁⲗⲁⲧⲓⲟⲛ	CPLXP	ϣⲁⲡⲡⲁⲗⲁⲧⲓⲟⲛ
ϣⲁⲡⲣⲡⲉ	CPLXP	ϣⲁⲡⲣⲡⲉ
ϣⲁⲡⲣⲣⲟ	CPLXP	ϣⲁⲡⲣⲣⲟ
ϣⲁⲡⲥⲁⲃⲃⲁⲧⲟⲛ	CPLXP	ϣⲁⲡⲥⲁⲃⲃⲁⲧⲟⲛ
ϣⲁⲣⲉⲙⲙⲉⲗⲟⲥ	CPLXAUXP	ϣⲁⲣⲉⲙⲙⲉⲗⲟⲥ
ϣⲁⲣⲉⲛⲉⲓϣⲁϫⲉ	CPLXAUXP	ϣⲁⲣⲉⲛⲉⲓϣⲁϫⲉ
ϣⲁⲣⲉⲛⲉⲧⲛϩⲏⲧⲥ	CPLXAUXPCONV	ϣⲁⲣⲉⲛⲉⲧⲛϩⲏⲧⲥ
ϣⲁⲣⲉⲛⲣⲱⲙⲉ	CPLXAUXP	ϣⲁⲣⲉⲛⲣⲱⲙⲉ
ϣⲁⲣⲉⲡⲁⲩⲉⲓⲛⲟⲩϫⲁⲓ	CPLXAUXP	ϣⲁⲣⲉⲡⲁⲩⲉⲓⲛⲟⲩϫⲁⲓ
ϣⲁⲣⲉⲡⲉϥⲁⲅⲅⲉⲗⲟⲥ	CPLXAUXP	ϣⲁⲣⲉⲡⲉϥⲁⲅⲅⲉⲗⲟⲥ
ϣⲁⲣⲉⲡⲉϭⲣⲟϭ	CPLXV	ϣⲁⲣⲉⲡⲉϭⲣⲟϭ
ϣⲁⲣⲉⲡⲙⲁⲓⲛⲟⲩⲧⲉ	CPLXV	ϣⲁⲣⲉⲡⲙⲁⲓⲛⲟⲩⲧⲉ
ϣⲁⲣⲉⲡⲛⲟⲩⲧⲉ	CPLXAUXP	ϣⲁⲣⲉⲡⲛⲟⲩⲧⲉ
ϣⲁⲣⲉⲡⲡⲟⲛⲏⲣⲟⲥ	CPLXAUXP	ϣⲁⲣⲉⲡⲡⲟⲛⲏⲣⲟⲥ
ϣⲁⲣⲉⲡⲧⲏⲩ	CPLXAUXP	ϣⲁⲣⲉⲡⲧⲏⲩ
ϣⲁⲣⲉⲧⲙⲛⲧⲁⲅⲁⲑⲟⲥ	CPLXV	ϣⲁⲣⲉⲧⲙⲛⲧⲁⲅⲁⲑⲟⲥ
ϣⲁⲣⲉⲧⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ	CPLXAUXP	ϣⲁⲣⲉⲧⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ
ϣⲁⲣⲉ	AAOR	ϣⲁⲣⲉ
ϣⲁⲣⲉ	V	ϣⲁⲁⲣⲉ
ϣⲁⲣⲏⲥ	CPLXP	ϣⲁⲣⲏⲥ
ϣⲁⲣⲟϥ	CPLXP	ϣⲁⲣⲟϥ
ϣⲁⲣⲟⲉⲓ	CPLXV	ϣⲁⲣⲟⲉⲓ
ϣⲁⲣⲟⲓ	CPLXP	ϣⲁⲣⲟⲓ
ϣⲁⲣⲟⲕ	CPLXP	ϣⲁⲣⲟⲕ
ϣⲁⲣⲟⲛ	CPLXP	ϣⲁⲣⲟⲛ
ϣⲁⲣⲟⲟⲩ	CPLXP	ϣⲁⲣⲟⲟⲩ
ϣⲁⲣⲟ	PREP	ϣⲁ
ϣⲁⲣⲡ	N	ϣⲁⲣⲡ
ϣⲁⲣⲱⲧⲛ	CPLXP	ϣⲁⲣⲱⲧⲛ
ϣⲁⲣⲱⲧⲛ	CPLXV	ϣⲁⲣⲱⲧⲛ
ϣⲁⲣⲱ	PREP	ϣⲁ
ϣⲁⲣⲱ	V	ϣⲁⲁⲣⲉ
ϣⲁⲣ	AAOR_PPERS	ϣⲁⲣⲉ_ⲛⲧⲟ
ϣⲁⲥϥⲓ	CPLXAUXP	ϣⲁⲥϥⲓ
ϣⲁⲥϩⲉⲗⲡⲓⲍⲉ	CPLXAUXP	ϣⲁⲥϩⲉⲗⲡⲓⲍⲉ
ϣⲁⲥϩⲣⲟϣ	CPLXAUXP	ϣⲁⲥϩⲣⲟϣ
ϣⲁⲥϩⲩⲡⲟⲙⲓⲛⲉ	CPLXAUXP	ϣⲁⲥϩⲩⲡⲟⲙⲓⲛⲉ
ϣⲁⲥϭⲃⲃⲉ	CPLXAUXP	ϣⲁⲥϭⲃⲃⲉ
ϣⲁⲥϯⲟⲩⲱ	CPLXAUXP	ϣⲁⲥϯⲟⲩⲱ
ϣⲁⲥⲁϣϥ	CPLXP	ϣⲁⲥⲁϣϥ
ϣⲁⲥⲉⲓ	CPLXAUXP	ϣⲁⲥⲉⲓ
ϣⲁⲥⲕⲱⲧ	CPLXAUXP	ϣⲁⲥⲕⲱⲧ
ϣⲁⲥⲙⲟⲩⲛ	CPLXAUXP	ϣⲁⲥⲙⲟⲩⲛ
ϣⲁⲥⲛⲁⲩ	CPLXAUXP	ϣⲁⲥⲛⲁⲩ
ϣⲁⲥⲡⲓⲥⲧⲉⲩⲉ	CPLXAUXP	ϣⲁⲥⲡⲓⲥⲧⲉⲩⲉ
ϣⲁⲥⲣϩⲛⲁⲥ	CPLXAUXP	ϣⲁⲥⲣϩⲛⲁⲥ
ϣⲁⲥⲣⲁϣⲉ	CPLXAUXP	ϣⲁⲥⲣⲁϣⲉ
ϣⲁⲥⲣⲭⲣⲏⲥⲧⲟⲥ	CPLXAUXP	ϣⲁⲥⲣⲭⲣⲏⲥⲧⲟⲥ
ϣⲁⲥⲱⲛⲧ	N	ϣⲁⲥⲱⲛⲧ
ϣⲁⲧϩⲁⲏ	CPLXP	ϣⲁⲧϩⲁⲏ
ϣⲁⲧⲉⲛⲟⲩ	CPLXP	ϣⲁⲧⲉⲛⲟⲩ
ϣⲁⲧⲉⲧⲛϭⲱ	CPLXAUXP	ϣⲁⲧⲉⲧⲛϭⲱ
ϣⲁⲧⲛⲁⲩ	ADV	ϣⲁⲧⲛⲁⲩ
ϣⲁⲧⲛⲁⲩ	CPLXP	ϣⲁⲧⲛⲁⲩ
ϣⲁⲧⲛⲟⲩϣⲉⲉⲣⲉ	CPLXP	ϣⲁⲧⲛⲟⲩϣⲉⲉⲣⲉ
ϣⲁⲧⲛ	PREP	ϣⲁⲧⲛ
ϣⲁⲧⲟⲩ	V	ϣⲁⲧⲟⲩ
ϣⲁⲧⲡⲁϣⲉ	CPLXP	ϣⲁⲧⲡⲁϣⲉ
ϣⲁⲧⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ	CPLXP	ϣⲁⲧⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ
ϣⲁⲧ	V	ϣⲓⲧⲉ
ϣⲁⲩϣⲱⲛϥ	CPLXAUXP	ϣⲁⲩϣⲱⲛϥ
ϣⲁⲩϩⲁⲣⲉϩ	CPLXAUXP	ϣⲁⲩϩⲁⲣⲉϩ
ϣⲁⲩϩⲉⲣⲙⲉⲛⲉⲩⲉ	CPLXAUXP	ϣⲁⲩϩⲉⲣⲙⲉⲛⲉⲩⲉ
ϣⲁⲩϩⲉ	CPLXAUXP	ϣⲁⲩϩⲉ
ϣⲁⲩϫⲓⲧϥ	CPLXAUXP	ϣⲁⲩϫⲓⲧϥ
ϣⲁⲩϫⲟⲟⲥ	CPLXAUXP	ϣⲁⲩϫⲟⲟⲥ
ϣⲁⲩϭⲛⲡⲉⲧⲟⲩϣⲓⲛⲉ	CPLXAUXPCONV	ϣⲁⲩϭⲛⲡⲉⲧⲟⲩϣⲓⲛⲉ
ϣⲁⲩϭⲣⲉϩⲧ	CPLXAUXP	ϣⲁⲩϭⲣⲉϩⲧ
ϣⲁⲩϯⲙⲁⲉⲓⲛ	CPLXAUXP	ϣⲁⲩϯⲙⲁⲉⲓⲛ
ϣⲁⲩϯⲡⲉⲩϩⲱⲃ	CPLXAUXP	ϣⲁⲩϯⲡⲉⲩϩⲱⲃ
ϣⲁⲩϯ	CPLXAUXP	ϣⲁⲩϯ
ϣⲁⲩⲕⲁⲛⲉⲧϣⲱⲛⲉ	CPLXAUXPCONV	ϣⲁⲩⲕⲁⲛⲉⲧϣⲱⲛⲉ
ϣⲁⲩⲗⲟ	CPLXAUXP	ϣⲁⲩⲗⲟ
ϣⲁⲩⲟⲩⲁϩⲙⲉϥ	CPLXAUXP	ϣⲁⲩⲟⲩⲁϩⲙⲉϥ
ϣⲁⲩⲟⲩⲱⲙ	CPLXAUXP	ϣⲁⲩⲟⲩⲱⲙ
ϣⲁⲩⲡⲁϩⲧⲟⲩ	CPLXAUXP	ϣⲁⲩⲡⲁϩⲧⲟⲩ
ϣⲁⲩⲡⲱⲣϣ	CPLXAUXP	ϣⲁⲩⲡⲱⲣϣ
